QuestID;InterviewDate;InterviewLengthSec;InterviewStatus;AgeBands;Region;BA01R_KA_1;BA02R_271_PL;BA02R_272_PL;BA02R_273_PL;BA02R_274_PL;BA02R_279_PL;BA02R_280_PL;BA02R_282_PL;BA02R_283_PL;BA02R_284_PL;BA02R_285_PL;SU01R;NPS01R
819;22.04.2020;639;1;2;912;0;1;1;1;1;1;1;1;1;1;0;542;3
820;05.04.2020;482;1;5;907;0;0;0;0;1;1;0;0;1;0;0;543;7
821;13.04.2020;196;1;5;912;0;0;1;1;1;0;1;1;1;0;0;550;7
822;25.04.2020;238;1;3;907;0;1;1;1;1;0;1;1;1;0;0;541;0
823;25.04.2020;431;1;4;907;0;1;1;1;1;0;0;1;1;0;0;541;2
824;06.04.2020;344;1;5;912;0;0;1;0;0;0;0;0;1;0;0;542;5
825;11.04.2020;278;1;2;904;0;1;1;1;1;0;0;1;1;0;0;543;7
826;12.04.2020;50;1;3;904;1;0;1;0;0;0;0;0;0;0;0;541;4
827;21.04.2020;134;1;5;907;0;1;0;1;0;0;1;1;1;0;0;541;7
828;14.04.2020;406;1;3;907;0;1;1;1;1;1;1;1;1;1;0;541;7
829;12.04.2020;587;1;5;907;0;1;1;1;1;0;0;1;1;0;0;552;6
830;03.04.2020;382;1;1;907;0;1;1;1;1;1;1;1;1;0;0;543;1
831;03.04.2020;225;1;1;901;0;0;1;1;1;0;0;1;1;0;0;549;6
832;15.04.2020;382;1;2;907;0;1;1;1;1;0;0;1;1;0;0;541;5
833;21.04.2020;257;1;1;907;0;1;0;1;0;0;0;1;1;0;0;541;3
834;05.04.2020;268;1;5;915;0;0;1;0;0;0;1;0;0;0;0;550;9
835;08.04.2020;102;1;4;902;1;0;0;0;0;0;0;0;1;0;0;542;2
836;11.04.2020;303;1;2;909;0;1;1;1;1;1;1;1;1;1;1;553;9
837;12.04.2020;1015;1;3;906;0;0;1;1;1;1;0;1;1;1;1;542;2
838;14.04.2020;230;1;3;912;0;0;1;0;1;0;0;1;1;0;0;542;0
839;08.04.2020;121;1;5;914;0;0;0;0;0;1;1;1;1;0;0;549;7
840;13.04.2020;234;1;2;913;0;1;1;1;1;1;1;1;1;1;1;553;8
841;26.04.2020;440;1;4;907;0;1;1;1;1;0;0;1;1;0;1;541;4
842;07.04.2020;682;1;5;901;0;1;1;1;1;1;1;1;1;1;1;542;4
843;11.04.2020;464;1;2;906;0;1;1;1;1;0;0;1;1;0;0;542;0
844;21.04.2020;501;1;2;916;0;1;1;1;1;1;1;1;1;0;0;552;7
845;03.04.2020;256;1;1;907;0;0;1;1;1;0;1;1;1;0;0;543;3
846;03.04.2020;281;1;1;902;0;0;1;1;1;0;1;1;1;0;0;552;5
847;02.04.2020;525;1;1;901;0;0;1;1;1;0;0;1;1;0;0;542;5
848;29.04.2020;178;1;5;906;0;1;1;1;0;1;1;1;1;1;1;541;4
849;09.04.2020;167;1;2;915;0;0;1;1;1;0;0;1;1;0;0;421;7
850;18.04.2020;392;1;2;907;0;1;0;1;1;0;0;0;1;0;0;541;7
851;02.04.2020;153;1;1;909;0;0;1;1;1;1;1;1;1;0;0;552;8
852;07.04.2020;298;1;2;916;0;1;1;1;0;1;1;1;1;0;1;421;8
853;05.04.2020;222;1;5;915;0;0;1;1;1;0;0;1;1;0;0;552;3
854;10.04.2020;336;1;4;914;0;0;1;1;1;0;0;1;1;0;0;553;9
855;20.04.2020;2132;1;2;907;0;1;1;1;1;0;1;1;1;0;0;541;5
856;21.04.2020;852;1;1;907;0;1;1;1;1;1;1;1;1;0;1;541;7
857;03.04.2020;303;1;1;913;0;0;1;1;1;1;0;1;1;0;0;543;0
858;14.04.2020;256;1;4;913;0;0;1;1;1;1;1;1;1;0;0;543;1
859;06.04.2020;244;1;1;901;0;0;1;0;1;0;1;1;0;1;0;542;8
860;09.04.2020;322;1;5;911;0;0;1;1;1;0;0;1;0;0;0;552;0
861;09.04.2020;432;1;5;911;0;0;1;0;1;0;1;1;1;0;0;552;7
862;25.04.2020;226;1;3;907;0;1;1;1;1;1;1;1;1;1;0;541;3
863;30.04.2020;375;1;4;911;0;1;1;1;1;0;1;1;1;0;0;541;2
864;06.04.2020;187;1;5;906;0;1;1;1;1;1;0;1;1;1;1;541;8
865;05.04.2020;351;1;5;901;0;0;1;0;1;0;0;1;1;0;0;542;0
866;06.04.2020;292;1;5;903;0;0;1;1;1;0;0;1;1;0;0;543;7
867;15.04.2020;176;1;3;907;0;1;1;1;1;0;0;0;1;0;0;541;2
868;03.04.2020;625;1;1;907;0;1;1;1;1;1;1;1;1;0;0;541;1
869;03.04.2020;239;1;1;911;0;0;1;1;1;0;0;1;1;0;0;544;4
870;02.04.2020;311;1;1;907;0;0;1;1;1;1;1;1;1;0;0;553;0
871;13.04.2020;502;1;3;909;0;0;1;1;1;0;0;1;1;0;0;543;0
872;07.04.2020;306;1;5;901;0;0;1;1;1;0;1;1;1;0;0;542;9
873;30.04.2020;159;1;2;903;0;1;0;1;0;0;0;0;0;0;0;541;1
874;15.04.2020;220;1;2;913;0;1;1;1;1;1;1;1;1;0;0;543;7
875;02.04.2020;286;1;5;906;0;0;1;1;1;1;1;1;1;0;0;542;6
876;03.04.2020;369;1;1;909;0;0;0;1;1;0;0;1;1;0;0;544;0
877;03.04.2020;239;1;1;903;0;0;1;1;1;1;1;1;1;0;0;543;0
878;25.04.2020;214;1;3;903;0;1;1;1;1;0;1;1;1;0;0;543;4
879;06.04.2020;266;1;1;907;0;1;1;1;1;1;1;1;1;0;0;552;5
880;26.04.2020;543;1;2;907;0;0;1;1;1;1;1;1;1;0;0;541;6
881;11.04.2020;114;1;2;905;1;0;0;0;0;0;0;1;0;0;0;554;1
882;09.04.2020;245;1;3;902;0;0;1;1;1;1;1;1;1;0;0;552;7
883;06.04.2020;454;1;5;909;0;0;1;1;1;1;1;1;1;0;0;543;8
884;03.04.2020;380;1;1;911;0;1;1;1;1;0;1;1;1;1;0;554;2
885;24.04.2020;227;1;2;907;0;1;1;1;1;0;0;1;1;0;0;541;7
886;15.04.2020;358;1;2;909;0;0;1;1;1;1;1;1;1;1;1;542;4
887;15.04.2020;326;1;2;909;0;1;1;1;1;1;1;1;1;0;0;543;2
888;03.04.2020;375;1;1;904;0;0;1;1;1;0;0;1;1;0;0;542;8
889;06.04.2020;303;1;5;901;0;0;1;1;1;1;0;1;0;0;0;542;7
890;14.04.2020;329;1;2;907;0;1;1;1;1;1;1;0;1;0;0;541;6
891;14.04.2020;1554;1;3;915;0;0;1;1;1;1;1;1;1;0;1;544;6
892;07.04.2020;286;1;5;907;0;0;1;0;1;1;1;1;0;1;0;544;7
893;21.04.2020;293;1;4;910;0;1;1;1;1;0;0;1;1;0;0;552;4
894;22.04.2020;338;1;4;907;0;1;1;1;1;0;0;1;1;0;0;541;9
895;11.04.2020;348;1;5;907;0;1;1;1;1;0;0;1;1;0;0;543;1
896;15.04.2020;308;1;3;915;0;0;1;1;1;0;1;1;1;0;0;544;3
897;14.04.2020;131;1;2;913;0;0;1;1;1;0;1;1;0;0;0;543;0
898;09.04.2020;543;1;2;907;0;0;1;1;1;0;1;1;1;0;0;553;2
899;15.04.2020;381;1;4;912;0;0;1;1;1;0;0;1;1;0;0;542;1
900;15.04.2020;601;1;4;915;0;1;1;1;1;0;0;1;1;0;0;421;8
901;07.04.2020;367;1;5;903;0;0;1;1;1;0;0;1;1;0;0;553;5
902;02.04.2020;593;1;1;902;0;1;1;1;1;1;1;1;1;0;0;552;7
903;12.04.2020;165;1;3;903;0;0;1;1;1;1;0;1;1;0;0;543;7
904;02.04.2020;721;1;5;907;0;1;1;1;1;1;1;1;1;0;0;543;0
905;18.04.2020;504;1;5;907;0;1;1;1;1;1;1;1;1;0;0;541;4
906;13.04.2020;288;1;3;912;0;0;1;1;1;0;0;1;1;0;0;542;8
907;26.04.2020;225;1;4;907;0;1;1;1;1;1;0;1;1;0;1;541;0
908;16.04.2020;213;1;4;907;0;1;1;0;0;0;0;0;0;0;0;541;4
909;07.04.2020;298;1;5;906;0;0;1;1;1;1;1;1;1;0;0;542;2
910;02.04.2020;400;1;2;915;0;1;1;1;1;0;0;1;1;0;0;544;4
911;06.04.2020;278;1;5;915;0;0;1;1;1;1;1;1;1;0;0;552;1
912;04.04.2020;347;1;5;915;0;0;1;1;1;0;1;1;0;0;0;552;3
913;02.04.2020;201;1;1;915;0;0;1;1;1;0;1;1;1;0;0;544;6
914;14.04.2020;126;1;2;907;0;1;1;1;1;0;1;1;1;0;0;541;9
915;06.04.2020;566;1;1;907;0;0;1;1;0;1;1;1;1;0;0;552;8
916;06.04.2020;421;1;5;902;0;0;1;1;0;1;0;1;1;0;0;553;0
917;15.04.2020;214;1;1;907;0;1;1;1;0;0;1;1;1;0;0;541;4
918;06.04.2020;223;1;5;915;0;0;1;0;0;0;0;1;0;0;0;544;3
919;11.04.2020;346;1;4;901;0;0;1;0;1;0;0;1;1;1;0;542;9
920;06.04.2020;196;1;5;907;0;0;0;0;0;0;0;1;0;0;0;552;1
921;22.04.2020;1077;1;2;911;0;1;1;1;1;1;1;1;1;1;1;552;0
922;04.04.2020;236;1;5;915;0;0;0;0;0;0;0;1;1;0;0;544;4
923;11.04.2020;279;1;2;908;0;0;1;1;1;1;1;1;1;0;0;542;0
924;17.04.2020;320;1;4;907;0;1;1;1;1;0;0;1;1;0;0;541;3
925;11.04.2020;194;1;3;911;0;0;0;0;0;0;0;1;0;0;0;552;6
926;10.04.2020;1666;1;3;906;0;0;1;0;1;0;0;1;0;0;0;542;8
927;16.04.2020;458;1;2;907;1;1;0;1;0;0;0;0;1;0;0;541;5
928;05.04.2020;336;1;5;912;0;0;1;0;1;1;1;1;1;0;0;542;2
929;12.04.2020;408;1;4;906;0;0;1;1;1;0;0;1;0;0;0;542;6
930;21.04.2020;2097;1;3;902;0;1;1;1;1;0;0;1;1;0;0;552;8
931;05.04.2020;324;1;4;913;0;0;1;1;1;0;0;0;0;0;0;543;4
932;16.04.2020;481;1;2;907;0;1;1;1;1;0;1;1;1;0;0;541;2
933;25.04.2020;198;1;3;907;0;1;1;1;1;0;1;1;1;0;0;541;7
934;09.04.2020;381;1;3;907;0;1;1;1;1;0;1;1;1;0;0;542;8
935;05.04.2020;262;1;5;912;0;1;1;0;1;0;1;1;1;0;0;542;6
936;08.04.2020;309;1;5;905;0;0;1;1;1;0;0;0;1;0;0;544;9
937;06.04.2020;690;1;5;911;0;0;1;1;0;0;1;1;1;0;0;552;9
938;02.04.2020;216;1;5;901;0;0;1;0;0;0;0;0;0;0;0;542;2
939;10.04.2020;240;1;2;903;0;1;1;1;1;1;0;1;1;0;0;542;0
940;19.04.2020;161;1;3;907;0;1;1;0;1;0;0;1;1;0;0;541;4
941;06.04.2020;203;1;5;911;0;0;0;0;0;0;0;1;1;0;0;552;0
942;06.04.2020;286;1;1;907;0;1;1;1;0;0;0;1;1;0;0;541;9
943;16.04.2020;917;1;5;907;0;1;1;1;1;0;0;1;1;0;0;541;4
944;08.04.2020;228;1;5;914;0;0;1;1;0;0;0;1;1;0;0;552;0
945;10.04.2020;402;1;2;911;0;0;1;1;1;0;1;1;1;0;0;552;1
946;06.04.2020;248;1;5;903;0;0;1;1;1;0;0;1;1;0;0;543;8
947;15.04.2020;155;1;3;912;0;0;1;1;0;1;1;1;1;0;0;542;1
948;23.04.2020;208;1;2;906;0;1;1;1;1;1;1;1;1;0;0;542;0
949;09.04.2020;112;1;2;911;0;0;1;1;1;0;1;0;1;0;1;552;2
950;06.04.2020;568;1;5;904;0;0;1;1;0;0;0;0;1;0;0;543;5
951;16.04.2020;257;1;3;912;0;1;1;1;1;1;1;1;1;1;0;542;9
952;06.04.2020;196;1;5;907;0;0;0;0;0;0;0;1;0;0;0;552;6
953;06.04.2020;177;1;5;901;0;0;1;0;1;0;1;1;1;0;0;542;2
954;05.04.2020;291;1;5;916;0;0;1;1;1;1;1;1;0;0;0;544;1
955;02.04.2020;276;1;5;916;0;0;1;1;1;1;1;1;1;0;0;552;0
956;03.04.2020;305;1;5;908;0;0;1;1;1;0;1;1;1;0;0;542;3
957;07.04.2020;253;1;5;908;0;0;1;1;1;1;1;1;1;0;0;542;4
958;12.04.2020;214;1;3;909;0;0;1;1;1;0;1;0;1;0;0;543;3
959;04.04.2020;395;1;5;907;0;1;1;1;1;0;1;1;1;0;1;543;1
960;03.04.2020;488;1;5;913;0;0;1;1;0;0;1;0;0;0;0;543;2
961;07.04.2020;342;1;5;915;0;0;0;1;1;0;0;0;0;0;0;544;1
962;10.04.2020;2099;1;2;912;0;0;1;1;0;1;1;1;1;0;0;542;6
963;04.04.2020;513;1;5;911;0;0;0;1;1;0;0;1;1;0;0;552;1
964;06.04.2020;402;1;5;911;0;0;1;0;1;0;1;1;1;0;0;552;9
965;03.04.2020;626;1;1;907;0;1;1;1;1;0;1;1;1;0;0;553;9
966;11.04.2020;375;1;2;915;0;1;1;0;1;1;0;1;1;0;0;544;0
967;21.04.2020;507;1;3;907;0;1;1;1;1;0;0;1;1;0;0;541;5
968;17.04.2020;369;1;4;907;0;1;1;1;1;0;0;1;1;0;0;541;8
969;06.04.2020;212;1;5;902;0;0;1;1;1;0;0;1;1;0;0;552;0
970;16.04.2020;293;1;4;907;0;1;1;1;1;0;0;1;1;0;0;541;3
971;14.04.2020;650;1;3;912;0;0;1;1;1;0;0;1;1;0;0;542;1
972;07.04.2020;278;1;5;903;0;0;1;1;1;1;1;1;1;0;0;543;5
973;09.04.2020;322;1;5;904;0;0;1;1;1;0;0;0;0;0;0;543;2
974;02.04.2020;297;1;1;908;0;0;1;1;1;0;0;1;0;0;0;542;0
975;08.04.2020;790;1;5;904;1;0;0;1;0;0;0;0;0;0;0;543;3
976;26.04.2020;417;1;2;907;0;1;1;1;0;0;0;1;0;0;0;541;7
977;14.04.2020;272;1;5;907;0;1;1;1;1;0;0;0;1;0;0;541;6
978;06.04.2020;348;1;2;901;0;0;1;1;1;0;0;1;1;0;0;553;3
979;09.04.2020;184;1;3;914;0;0;1;1;1;1;1;1;1;0;1;552;1
980;11.04.2020;390;1;4;907;0;1;1;1;1;0;1;1;0;0;0;541;3
981;03.04.2020;424;1;5;916;0;0;1;1;1;0;0;1;0;0;0;552;4
982;13.04.2020;226;1;3;902;0;1;1;1;1;1;1;1;1;0;0;541;3
983;06.04.2020;272;1;4;907;0;0;1;1;1;1;1;1;1;0;0;543;6
984;09.04.2020;331;1;2;911;0;0;1;1;1;0;0;1;1;0;0;552;5
985;04.04.2020;399;1;5;901;0;0;1;0;0;0;0;0;0;0;0;542;9
986;09.04.2020;694;1;5;907;0;0;1;1;1;0;1;1;1;0;0;543;1
987;14.04.2020;238;1;3;907;0;1;1;1;1;1;1;1;1;1;1;555;0
988;03.04.2020;680;1;1;913;0;0;0;1;0;0;0;0;1;0;0;553;3
989;12.04.2020;437;1;4;913;0;1;1;1;1;1;1;1;1;0;0;550;9
990;02.04.2020;485;1;1;906;0;1;1;1;1;1;1;1;1;1;1;542;8
991;14.04.2020;311;1;4;912;0;0;1;1;0;0;0;0;1;0;0;553;0
992;06.04.2020;264;1;5;916;0;0;1;0;1;0;0;1;1;0;0;544;5
993;14.04.2020;351;1;2;907;0;1;1;1;1;1;1;1;1;0;0;552;3
994;14.04.2020;161;1;2;902;0;0;1;1;1;0;0;1;1;0;0;552;0
995;08.04.2020;334;1;5;902;0;0;1;1;1;0;0;1;1;0;0;552;5
996;05.04.2020;441;1;5;912;0;0;1;1;1;1;1;1;1;0;0;542;2
997;17.04.2020;395;1;3;907;0;1;1;1;1;0;0;0;0;0;0;541;8
998;29.04.2020;204;1;4;913;0;1;1;1;1;1;1;1;1;0;0;543;5
999;06.04.2020;347;1;5;906;0;0;1;1;1;0;1;1;1;0;0;542;8
1000;11.04.2020;183;1;2;902;0;0;0;0;1;0;1;0;0;0;0;544;1
1001;22.04.2020;784;1;3;912;0;1;1;1;1;0;0;1;1;0;0;542;4
1002;10.04.2020;163;1;3;907;0;1;1;1;1;1;1;1;1;1;1;552;9
1003;06.04.2020;326;1;5;915;0;0;1;1;1;0;0;1;1;0;0;552;8
1004;10.04.2020;237;1;3;914;0;0;1;1;1;1;1;1;1;0;0;552;3
1005;07.04.2020;239;1;5;914;0;0;1;1;1;1;1;1;1;0;0;552;0
1006;09.04.2020;396;1;3;909;0;1;1;1;1;1;1;1;1;1;1;553;4
1007;03.04.2020;251;1;5;916;0;0;1;1;1;1;1;1;1;0;1;544;4
1008;28.04.2020;221;1;4;907;0;1;1;1;1;0;1;1;1;0;0;550;5
1009;11.04.2020;112;1;2;912;0;0;1;1;1;0;0;0;1;0;0;542;0
1010;23.04.2020;144;1;2;912;0;1;1;1;1;0;1;1;1;1;0;541;1
1011;08.04.2020;477;1;5;908;0;0;1;1;1;1;1;1;1;0;0;542;6
1012;06.04.2020;203;1;2;904;1;0;0;0;0;0;0;1;1;0;1;421;6
1013;06.04.2020;592;1;5;912;0;0;1;1;1;0;0;0;1;0;0;542;3
1014;28.04.2020;188;1;2;907;0;0;1;1;1;0;0;1;1;0;0;541;0
1015;07.04.2020;312;1;5;901;0;1;1;1;1;1;1;1;1;1;0;542;9
1016;18.04.2020;279;1;5;907;0;1;1;1;0;0;0;1;0;0;0;541;2
1017;07.04.2020;151772;1;1;907;0;1;1;1;1;1;1;1;1;0;0;553;6
1018;28.04.2020;598;1;4;907;0;1;0;1;0;0;0;1;0;0;0;543;0
1019;08.04.2020;207;1;5;907;0;0;1;1;1;0;0;1;1;0;0;543;9
1020;15.04.2020;314;1;3;912;0;0;1;1;1;0;0;1;1;0;0;542;3
1021;12.04.2020;2391;1;3;904;0;0;1;1;1;0;0;1;1;0;0;543;7
1022;05.04.2020;294;1;3;916;0;0;1;1;1;1;1;1;1;0;0;544;6
1023;05.04.2020;2319;1;5;915;0;0;1;0;1;0;0;1;0;0;0;544;0
1024;25.04.2020;254;1;3;907;0;1;1;1;0;0;0;1;1;0;0;541;7
1025;12.04.2020;158;1;3;904;0;0;1;1;1;1;0;1;1;0;0;543;2
1026;12.04.2020;163;1;4;906;0;0;1;1;1;0;0;1;1;0;0;542;9
1027;11.04.2020;1215;1;2;906;0;0;1;1;1;1;1;1;1;1;1;542;3
1028;09.04.2020;128;1;5;907;0;0;0;0;1;0;0;0;1;0;0;543;5
1029;11.04.2020;126;1;3;907;0;0;1;1;1;0;1;1;1;1;1;552;3
1030;11.04.2020;619;1;2;908;0;1;1;1;1;0;1;1;1;0;0;542;7
1031;06.04.2020;408;1;5;914;0;0;1;1;1;0;1;1;1;0;0;552;5
1032;26.04.2020;448;1;2;907;0;1;1;1;1;0;0;1;1;0;0;541;6
1033;26.04.2020;382;1;2;907;0;1;1;1;1;1;1;1;1;0;0;541;8
1034;25.04.2020;165;1;3;907;0;1;1;0;1;0;1;1;1;0;0;541;5
1035;10.04.2020;171;1;4;912;0;0;1;1;0;0;0;1;1;0;0;542;4
1036;03.04.2020;265;1;1;901;0;0;1;1;1;1;1;1;1;0;0;542;8
1037;18.04.2020;222;1;5;907;0;1;1;1;0;0;0;1;0;1;1;541;0
1038;14.04.2020;218;1;4;907;0;1;0;0;0;0;0;1;1;0;0;541;3
1039;09.04.2020;121;1;2;915;0;0;1;1;1;0;1;1;1;0;0;544;1
1040;09.04.2020;174;1;3;915;0;0;1;1;1;0;1;1;1;0;0;552;6
1041;04.04.2020;310;1;5;903;0;0;1;1;1;0;0;1;1;0;0;543;3
1042;05.04.2020;360;1;5;912;0;0;1;0;1;0;0;1;1;0;0;542;0
1043;19.04.2020;293;1;3;907;0;1;0;1;1;0;1;1;0;0;0;541;0
1044;06.04.2020;498;1;5;912;0;0;1;1;1;1;1;1;1;0;0;542;9
1045;02.04.2020;1053;1;1;915;0;1;1;1;1;1;1;1;1;0;1;544;7
1046;12.04.2020;2798;1;3;907;0;1;1;1;1;0;0;1;1;0;0;543;0
1047;25.04.2020;383;1;2;907;0;1;1;1;1;0;1;1;1;0;0;541;8
1048;17.04.2020;180;1;2;907;0;1;1;1;1;1;0;1;1;0;0;541;6
1049;21.04.2020;638;1;2;903;0;1;1;1;1;0;0;1;1;1;0;543;4
1050;16.04.2020;382;1;4;907;0;1;1;1;1;0;0;1;1;0;0;541;5
1051;06.04.2020;368;1;5;906;0;1;0;1;1;0;1;0;0;0;0;554;6
1052;11.04.2020;450;1;2;903;0;1;1;1;1;1;1;1;1;0;0;542;7
1053;21.04.2020;405;1;3;906;0;1;1;1;1;0;1;1;1;0;0;553;2
1054;10.04.2020;328;1;3;913;0;0;1;1;1;0;0;1;1;1;1;543;9
1055;10.04.2020;271;1;2;911;0;0;1;1;1;0;1;1;1;0;0;552;5
1056;07.04.2020;179;1;4;907;0;1;1;1;1;1;1;1;1;1;1;544;1
1057;23.04.2020;349;1;2;907;0;1;1;1;1;1;1;1;1;0;0;541;0
1058;02.04.2020;290;1;5;907;0;1;1;1;1;0;0;1;1;0;0;543;2
1059;17.04.2020;262;1;2;907;0;1;1;1;1;0;0;1;1;1;1;541;5
1060;03.04.2020;322;1;2;911;0;1;1;1;1;1;1;1;1;0;0;552;3
1061;09.04.2020;277;1;5;912;0;0;1;1;1;0;0;1;1;0;0;542;4
1062;26.04.2020;251;1;2;907;0;1;1;1;1;0;1;1;1;0;0;541;7
1063;21.04.2020;367;1;4;911;0;1;1;1;1;0;0;1;1;0;0;552;2
1064;19.04.2020;270;1;2;907;0;1;1;1;1;0;0;1;1;0;0;541;9
1065;10.04.2020;305;1;4;905;0;1;1;1;1;0;0;1;1;0;0;544;2
1066;02.04.2020;480;1;1;901;0;0;1;1;1;1;1;1;1;0;0;542;4
1067;06.04.2020;454;1;5;906;0;0;1;0;1;0;0;1;0;0;0;542;5
1068;23.04.2020;341;1;3;915;0;1;1;1;1;0;0;1;1;0;0;552;0
1069;13.04.2020;382;1;3;905;0;0;1;1;1;1;1;1;1;0;0;544;1
1070;09.04.2020;168;1;3;902;0;0;0;0;0;0;0;1;0;0;0;552;1
1071;15.04.2020;283;1;2;907;0;1;1;1;1;1;1;1;1;0;0;541;2
1072;05.04.2020;374;1;5;915;0;0;1;1;1;0;0;1;1;0;0;544;3
1073;14.04.2020;210;1;3;913;0;0;1;1;1;0;1;1;1;0;0;543;4
1074;17.04.2020;555;1;2;907;0;1;1;1;1;0;0;1;1;0;0;541;9
1075;15.04.2020;234;1;5;903;0;1;0;0;0;0;0;1;0;0;0;541;3
1076;06.04.2020;241;1;5;904;1;0;1;1;1;0;0;1;1;0;0;543;6
1077;14.04.2020;271;1;3;905;0;1;1;1;1;1;1;1;1;1;1;543;8
1078;03.04.2020;258;1;5;912;0;0;1;1;0;0;0;0;0;0;0;542;2
1079;21.04.2020;1467;1;4;912;0;1;1;1;1;0;0;1;1;1;0;542;0
1080;16.04.2020;257;1;5;907;0;1;1;1;1;0;1;1;1;0;0;541;1
1081;10.04.2020;335;1;2;906;0;0;1;1;1;0;0;1;1;0;0;542;1
1082;14.04.2020;335;1;3;914;0;1;1;1;1;0;1;0;1;0;0;541;9
1083;12.04.2020;500;1;3;914;0;1;1;1;1;0;1;1;1;0;0;552;0
1084;25.04.2020;320;1;3;910;0;1;1;1;1;0;1;1;1;0;0;543;2
1085;19.04.2020;243;1;3;914;0;1;1;1;1;0;1;1;1;0;0;541;7
1086;04.04.2020;306;1;5;907;0;0;1;1;1;0;0;1;0;0;0;543;7
1087;27.04.2020;203;1;3;907;0;1;1;1;1;1;1;1;1;0;0;541;6
1088;09.04.2020;270;1;5;911;0;0;1;1;1;0;0;1;1;0;0;552;6
1089;09.04.2020;16459;1;5;905;0;0;1;1;1;0;0;1;1;0;0;544;5
1090;10.04.2020;398;1;5;912;0;0;1;1;1;1;1;1;1;0;0;542;9
1091;16.04.2020;176;1;1;907;0;1;0;1;0;0;0;1;0;0;0;541;0
1092;07.04.2020;384;1;5;916;0;0;1;1;1;0;0;1;0;0;0;544;7
1093;08.04.2020;553;1;5;904;0;1;1;1;1;1;1;1;1;0;0;543;8
1094;10.04.2020;515;1;2;904;0;1;1;1;1;0;1;1;1;0;0;553;4
1095;03.04.2020;248;1;1;906;1;0;1;1;1;0;0;1;1;0;0;544;1
1096;10.04.2020;233;1;2;901;0;0;1;1;1;1;1;1;1;1;0;542;5
1097;02.04.2020;498;1;5;903;0;1;1;1;1;0;0;1;1;0;0;543;6
1098;05.04.2020;523;1;5;912;0;0;1;1;1;0;0;1;0;0;0;542;4
1099;08.04.2020;291;1;5;916;0;0;1;1;1;0;0;1;1;1;0;554;5
1100;07.04.2020;409;1;5;912;0;0;1;0;1;0;0;1;1;0;0;542;1
1101;11.04.2020;564;1;4;910;0;0;1;1;1;0;0;1;1;0;0;543;5
1102;03.04.2020;163;1;2;907;0;0;1;1;1;0;0;0;0;0;0;554;8
1103;17.04.2020;381;1;2;907;0;1;1;1;1;0;0;1;1;0;0;541;6
1104;09.04.2020;142;1;4;906;0;0;1;1;0;0;1;1;1;0;0;542;1
1105;12.04.2020;539;1;3;904;0;1;0;1;0;0;0;0;1;0;1;543;7
1106;23.04.2020;260;1;2;907;0;1;1;1;1;0;0;1;1;0;0;541;0
1107;10.04.2020;326;1;4;906;0;0;1;1;0;0;1;0;1;0;0;542;5
1108;03.04.2020;567;1;1;906;0;0;1;1;1;0;1;1;1;0;0;542;5
1109;29.04.2020;487;1;4;907;0;1;1;1;1;0;0;1;1;0;1;541;1
1110;28.04.2020;386;1;4;906;0;1;1;1;1;0;0;1;1;0;0;542;7
1111;03.04.2020;314;1;5;914;0;0;1;1;1;0;0;1;1;0;0;553;0
1112;06.04.2020;513;1;5;903;0;1;1;1;0;0;0;1;1;0;0;543;6
1113;03.04.2020;530;1;1;912;0;0;1;1;1;1;1;1;1;0;0;542;7
1114;05.04.2020;568;1;5;907;0;0;1;1;1;0;0;0;1;0;0;543;3
1115;30.04.2020;581;1;5;907;0;1;1;1;1;0;0;1;1;1;0;541;3
1116;07.04.2020;181;1;5;907;0;0;0;0;1;1;1;0;1;0;0;544;1
1117;07.04.2020;284;1;5;913;0;0;1;1;1;0;0;1;1;0;0;543;1
1118;20.04.2020;504;1;3;907;0;1;1;1;1;0;0;1;1;0;0;541;9
1119;20.04.2020;246;1;3;907;0;1;1;1;1;0;0;1;1;0;0;541;3
1120;06.04.2020;366;1;5;910;0;0;0;1;0;0;0;0;0;0;0;543;9
1121;08.04.2020;312;1;5;902;0;0;1;0;1;0;1;1;1;0;0;544;0
1122;07.04.2020;217;1;5;906;0;0;1;1;1;0;0;1;1;0;0;542;2
1123;16.04.2020;463;1;2;907;0;1;1;1;1;0;0;1;1;0;0;541;1
1124;17.04.2020;340;1;2;907;0;1;1;1;1;0;0;1;1;0;0;541;6
1125;02.04.2020;253;1;5;905;0;0;1;0;1;0;0;1;0;0;0;544;1
1126;03.04.2020;456;1;1;915;1;0;0;0;1;1;1;1;0;0;0;544;3
1127;11.04.2020;256;1;2;913;0;0;0;1;0;0;0;0;0;0;0;543;3
1128;05.04.2020;373;1;5;904;0;0;1;1;1;0;0;1;0;0;0;543;2
1129;21.04.2020;3030;1;1;907;0;1;1;1;1;1;1;1;1;0;0;541;4
1130;16.04.2020;278;1;2;907;0;1;1;1;1;0;1;1;1;0;0;541;9
1131;04.04.2020;233;1;5;907;0;0;0;0;1;0;0;0;0;0;0;544;4
1132;15.04.2020;196;1;4;909;0;0;1;1;0;0;0;1;1;0;0;543;7
1133;11.04.2020;350;1;4;903;0;0;1;1;1;0;0;1;1;0;0;553;2
1134;03.04.2020;371;1;5;904;0;0;1;1;1;1;1;1;1;0;0;543;7
1135;15.04.2020;135;1;2;908;0;0;1;1;1;0;0;1;1;0;0;542;4
1136;08.04.2020;191;1;5;901;0;0;1;1;0;0;1;1;1;0;0;550;8
